epoch,train_loss,val_loss,train_accuracy,val_accuracy,train_macro_f1,val_macro_f1,val_recall_akiec,val_recall_bcc,val_recall_bkl,val_recall_df,val_recall_mel,val_recall_nv,val_recall_vasc
1,1.559944265197053,1.1697331876886885,0.5607838242636046,0.691462805791313,0.3840883872328487,0.5120063771301889,0.6923076923076923,0.6990291262135923,0.6636363636363637,0.8695652173913043,0.16143497757847533,0.7755406413124534,0.9285714285714286
